Designator,Mid X,Mid Y,Rotation,Layer
C1,159.86,-95.67,0.0,top
C2,158.46,-91.19,90.0,top
C3,159.93,-93.48,270.0,top
C4,156.27,-91.62,0.0,top
D1,157.79,-111.19,90.0,top
FB1,160.43,-91.0,180.0,top
J1,157.41,-101.13,180.0,top
R1,150.86,-95.18,90.0,top
R2,151.84,-95.18,270.0,top
R3,154.78,-95.18,90.0,top
R4,153.8,-95.18,90.0,top
R5,152.82,-95.18,90.0,top
R6,156.27,-111.66,90.0,top
U1,157.41,-94.3825,90.0,top
